Timestamp,Temperature
5.2.2015 klo 15.55.05,"−5,19"
5.2.2015 klo 16.00.05,"−5,13"
5.2.2015 klo 16.05.05,"−5,06"
5.2.2015 klo 16.10.05,"−5,06"
5.2.2015 klo 16.15.05,"−5,00"
5.2.2015 klo 16.20.06,"−5,00"
5.2.2015 klo 16.25.06,"−4,94"
5.2.2015 klo 16.30.05,"−5,00"
5.2.2015 klo 16.35.05,"−4,94"
5.2.2015 klo 16.40.05,"−4,88"
5.2.2015 klo 16.45.05,"−4,81"
5.2.2015 klo 16.50.05,"−4,81"
5.2.2015 klo 16.55.05,"−4,81"
5.2.2015 klo 17.00.05,"−4,81"
5.2.2015 klo 17.05.05,"−4,75"
5.2.2015 klo 17.10.05,"−4,75"
5.2.2015 klo 17.15.05,"−4,75"
5.2.2015 klo 17.20.05,"−4,75"
5.2.2015 klo 17.25.05,"−4,75"
5.2.2015 klo 17.30.05,"−4,75"
5.2.2015 klo 17.35.05,"−4,81"
5.2.2015 klo 17.40.05,"−4,81"
5.2.2015 klo 17.45.05,"−4,88"
5.2.2015 klo 17.50.05,"−4,88"
5.2.2015 klo 17.55.05,"−4,94"
5.2.2015 klo 18.00.05,"−5,00"
5.2.2015 klo 18.05.05,"−5,13"
5.2.2015 klo 18.10.05,"−5,13"
5.2.2015 klo 18.15.05,"−5,13"
5.2.2015 klo 18.20.05,"−5,13"
5.2.2015 klo 18.25.05,"−5,06"
5.2.2015 klo 18.30.05,"−5,19"
5.2.2015 klo 18.35.05,"−5,19"
5.2.2015 klo 18.40.05,"−5,25"
5.2.2015 klo 18.45.06,"−5,25"
5.2.2015 klo 18.50.05,"−5,31"
5.2.2015 klo 18.55.05,"−5,31"
5.2.2015 klo 19.00.05,"−5,38"
5.2.2015 klo 19.05.05,"−5,31"
5.2.2015 klo 19.10.05,"−5,44"
5.2.2015 klo 19.15.05,"−5,38"
5.2.2015 klo 19.20.05,"−5,38"
5.2.2015 klo 19.25.05,"−5,38"
5.2.2015 klo 19.30.05,"−5,44"
5.2.2015 klo 19.35.05,"−5,44"
5.2.2015 klo 19.40.05,"−5,50"
5.2.2015 klo 19.45.05,"−5,50"
5.2.2015 klo 19.50.05,"−5,38"
5.2.2015 klo 19.55.05,"−5,38"
5.2.2015 klo 20.00.37,"−5,31"
5.2.2015 klo 20.05.16,"−5,31"
5.2.2015 klo 20.10.06,"−5,25"
5.2.2015 klo 20.15.06,"−5,31"
5.2.2015 klo 20.20.06,"−5,31"
5.2.2015 klo 20.25.06,"−5,25"
5.2.2015 klo 20.30.06,"−5,25"
5.2.2015 klo 20.35.07,"−5,19"
5.2.2015 klo 20.40.06,"−5,19"
5.2.2015 klo 20.45.06,"−5,19"
5.2.2015 klo 20.50.13,"−5,13"
5.2.2015 klo 20.55.06,"−5,13"
5.2.2015 klo 21.00.05,"−5,13"
5.2.2015 klo 21.05.06,"−5,13"
5.2.2015 klo 21.10.05,"−5,06"
5.2.2015 klo 21.15.06,"−5,00"
5.2.2015 klo 21.20.42,"−5,00"
5.2.2015 klo 21.25.06,"−4,94"
5.2.2015 klo 21.30.05,"−4,94"
5.2.2015 klo 21.35.06,"−4,94"
5.2.2015 klo 21.40.05,"−4,94"
5.2.2015 klo 21.45.06,"−4,88"
5.2.2015 klo 21.50.07,"−4,88"
5.2.2015 klo 21.55.06,"−4,81"
5.2.2015 klo 22.00.05,"−4,81"
5.2.2015 klo 22.05.09,"−4,81"
5.2.2015 klo 22.10.06,"−4,81"
5.2.2015 klo 22.15.05,"−4,75"
5.2.2015 klo 22.20.05,"−4,75"
5.2.2015 klo 22.25.07,"−4,81"
5.2.2015 klo 22.30.05,"−4,75"
5.2.2015 klo 22.35.05,"−4,88"
5.2.2015 klo 22.40.05,"−4,81"
5.2.2015 klo 22.45.05,"−4,81"
5.2.2015 klo 22.50.06,"−4,81"
5.2.2015 klo 22.55.06,"−4,81"
5.2.2015 klo 23.00.07,"−4,81"
5.2.2015 klo 23.05.06,"−4,75"
5.2.2015 klo 23.10.05,"−4,69"
5.2.2015 klo 23.15.57,"−4,69"
5.2.2015 klo 23.20.07,"−4,63"
5.2.2015 klo 23.25.06,"−4,63"
5.2.2015 klo 23.30.06,"−4,56"
5.2.2015 klo 23.35.07,"−4,56"
5.2.2015 klo 23.40.06,"−4,50"
5.2.2015 klo 23.45.06,"−4,44"
5.2.2015 klo 23.50.06,"−4,44"
5.2.2015 klo 23.55.06,"−4,44"
6.2.2015 klo 0.00.06,"−4,31"
6.2.2015 klo 0.05.07,"−4,31"
6.2.2015 klo 0.10.06,"−4,19"
6.2.2015 klo 0.15.07,"−4,19"
6.2.2015 klo 0.20.06,"−4,13"
6.2.2015 klo 0.25.07,"−4,06"
6.2.2015 klo 0.30.30,"−4,06"
6.2.2015 klo 0.35.06,"−4,00"
6.2.2015 klo 0.40.06,"−4,00"
6.2.2015 klo 0.45.07,"−3,94"
6.2.2015 klo 0.50.06,"−3,94"
6.2.2015 klo 0.55.07,"−3,88"
6.2.2015 klo 1.00.06,"−3,88"
6.2.2015 klo 1.05.07,"−3,94"
6.2.2015 klo 1.10.06,"−3,94"
6.2.2015 klo 1.15.06,"−3,88"
6.2.2015 klo 1.20.06,"−3,81"
6.2.2015 klo 1.25.06,"−3,81"
6.2.2015 klo 1.30.06,"−3,69"
6.2.2015 klo 1.35.06,"−3,63"
6.2.2015 klo 1.40.06,"−3,63"
6.2.2015 klo 1.45.07,"−3,56"
6.2.2015 klo 1.50.06,"−3,50"
6.2.2015 klo 1.55.07,"−3,44"
6.2.2015 klo 2.00.06,"−3,44"
6.2.2015 klo 2.05.07,"−3,38"
6.2.2015 klo 2.10.07,"−3,31"
6.2.2015 klo 2.15.06,"−3,31"
6.2.2015 klo 2.20.06,"−3,25"
6.2.2015 klo 2.25.06,"−3,25"
6.2.2015 klo 2.30.06,"−3,19"
6.2.2015 klo 2.35.07,"−3,19"
6.2.2015 klo 2.40.06,"−3,19"
6.2.2015 klo 2.45.06,"−3,13"
6.2.2015 klo 2.50.06,"−3,06"
6.2.2015 klo 2.55.07,"−3,00"
6.2.2015 klo 3.00.05,"−2,94"
6.2.2015 klo 3.05.07,"−2,94"
6.2.2015 klo 3.10.06,"−2,81"
6.2.2015 klo 3.15.05,"−2,88"
6.2.2015 klo 3.20.05,"−2,88"
6.2.2015 klo 3.25.05,"−3,00"
6.2.2015 klo 3.30.05,"−3,00"
6.2.2015 klo 3.35.06,"−2,88"
6.2.2015 klo 3.40.05,"−2,88"
6.2.2015 klo 3.45.06,"−2,94"
6.2.2015 klo 3.50.05,"−3,06"
6.2.2015 klo 3.55.06,"−3,06"
6.2.2015 klo 4.00.05,"−3,31"
6.2.2015 klo 4.05.11,"−3,38"
6.2.2015 klo 4.10.05,"−3,44"
6.2.2015 klo 4.15.06,"−3,50"
6.2.2015 klo 4.20.05,"−3,50"
6.2.2015 klo 4.25.06,"−3,75"
6.2.2015 klo 4.30.05,"−3,88"
6.2.2015 klo 4.35.06,"−4,06"
6.2.2015 klo 4.40.06,"−4,13"
6.2.2015 klo 4.45.06,"−4,19"
6.2.2015 klo 4.50.06,"−4,25"
6.2.2015 klo 4.55.07,"−4,38"
6.2.2015 klo 5.00.06,"−4,38"
6.2.2015 klo 5.05.07,"−4,50"
6.2.2015 klo 5.10.07,"−4,50"
6.2.2015 klo 5.15.07,"−4,56"
6.2.2015 klo 5.20.06,"−4,56"
6.2.2015 klo 5.25.06,"−4,38"
6.2.2015 klo 5.30.06,"−4,19"
6.2.2015 klo 5.35.07,"−4,06"
6.2.2015 klo 5.40.06,"−4,06"
6.2.2015 klo 5.45.06,"−4,00"
6.2.2015 klo 5.50.06,"−4,00"
6.2.2015 klo 5.55.06,"−3,88"
6.2.2015 klo 6.00.06,"−3,88"
6.2.2015 klo 6.05.06,"−3,88"
6.2.2015 klo 6.10.07,"−3,81"
6.2.2015 klo 6.15.06,"−3,81"
6.2.2015 klo 6.20.06,"−3,81"
6.2.2015 klo 6.25.06,"−3,88"
6.2.2015 klo 6.30.05,"−3,88"
6.2.2015 klo 6.35.06,"−3,88"
6.2.2015 klo 6.40.06,"−3,94"
6.2.2015 klo 6.45.06,"−3,88"
6.2.2015 klo 6.50.06,"−3,94"
6.2.2015 klo 6.55.07,"−4,00"
6.2.2015 klo 7.00.06,"−3,94"
6.2.2015 klo 7.05.07,"−4,00"
6.2.2015 klo 7.10.07,"−4,00"
6.2.2015 klo 7.15.06,"−4,06"
6.2.2015 klo 7.20.06,"−4,13"
6.2.2015 klo 7.25.06,"−4,19"
6.2.2015 klo 7.30.07,"−4,19"
6.2.2015 klo 7.35.07,"−4,25"
6.2.2015 klo 7.40.07,"−4,25"
6.2.2015 klo 7.45.06,"−4,31"
6.2.2015 klo 7.50.07,"−4,38"
6.2.2015 klo 7.55.06,"−4,44"
6.2.2015 klo 8.00.10,"−4,44"
6.2.2015 klo 8.05.06,"−4,50"
6.2.2015 klo 8.10.07,"−4,50"
6.2.2015 klo 8.15.07,"−4,56"
6.2.2015 klo 8.20.07,"−4,56"
6.2.2015 klo 8.25.06,"−4,63"
6.2.2015 klo 8.30.07,"−4,69"
6.2.2015 klo 8.35.05,"−4,69"
6.2.2015 klo 8.40.06,"−4,75"
6.2.2015 klo 8.45.05,"−4,81"
6.2.2015 klo 8.50.05,"−4,88"
6.2.2015 klo 8.55.05,"−4,94"
6.2.2015 klo 9.00.05,"−5,06"
6.2.2015 klo 9.05.05,"−5,06"
6.2.2015 klo 9.10.05,"−5,19"
6.2.2015 klo 9.15.05,"−5,25"
6.2.2015 klo 9.20.06,"−5,31"
6.2.2015 klo 9.25.05,"−5,38"
6.2.2015 klo 9.30.17,"−5,44"
6.2.2015 klo 9.35.05,"−5,44"
6.2.2015 klo 9.40.05,"−5,50"
6.2.2015 klo 9.45.05,"−5,56"
6.2.2015 klo 9.50.05,"−5,50"
6.2.2015 klo 9.55.06,"−5,63"
6.2.2015 klo 10.00.05,"−5,81"
6.2.2015 klo 10.05.05,"−5,94"
6.2.2015 klo 10.10.05,"−6,00"
6.2.2015 klo 10.15.05,"−6,06"
6.2.2015 klo 10.20.06,"−6,06"
6.2.2015 klo 10.25.06,"−6,00"
6.2.2015 klo 10.30.05,"−5,88"
6.2.2015 klo 10.35.05,"−5,94"
6.2.2015 klo 10.40.04,"−5,88"
6.2.2015 klo 10.45.04,"−5,88"
6.2.2015 klo 10.50.05,"−5,94"
6.2.2015 klo 10.55.04,"−5,94"
6.2.2015 klo 11.00.05,"−5,75"
6.2.2015 klo 11.05.04,"−5,75"
6.2.2015 klo 11.10.05,"−5,69"
6.2.2015 klo 11.15.05,"−5,63"
6.2.2015 klo 11.20.05,"−5,56"
6.2.2015 klo 11.25.06,"−5,56"
6.2.2015 klo 11.30.05,"−5,50"
6.2.2015 klo 11.35.04,"−5,31"
6.2.2015 klo 11.40.04,"−5,31"
6.2.2015 klo 11.45.04,"−5,31"
6.2.2015 klo 11.50.05,"−5,25"
6.2.2015 klo 11.55.05,"−5,19"
6.2.2015 klo 12.00.06,"−5,13"
6.2.2015 klo 12.05.11,"−5,06"
6.2.2015 klo 12.10.05,"−5,06"
6.2.2015 klo 12.15.04,"−5,06"
6.2.2015 klo 12.20.04,"−4,94"
6.2.2015 klo 12.25.04,"−4,81"
6.2.2015 klo 12.30.05,"−4,63"
6.2.2015 klo 12.35.04,"−4,56"
6.2.2015 klo 12.40.07,"−4,50"
6.2.2015 klo 12.45.05,"−4,44"
6.2.2015 klo 12.50.04,"−4,38"
6.2.2015 klo 12.55.04,"−4,25"
6.2.2015 klo 13.00.06,"−4,25"
6.2.2015 klo 13.05.04,"−4,25"
6.2.2015 klo 13.10.04,"−4,25"
6.2.2015 klo 13.15.04,"−4,19"
6.2.2015 klo 13.20.05,"−4,19"
6.2.2015 klo 13.25.04,"−4,19"
6.2.2015 klo 13.30.05,"−4,13"
6.2.2015 klo 13.35.05,"−4,06"
6.2.2015 klo 13.40.04,"−3,88"
6.2.2015 klo 13.45.04,"−3,81"
6.2.2015 klo 13.50.05,"−3,75"
6.2.2015 klo 13.55.04,"−3,69"
6.2.2015 klo 14.00.05,"−3,75"
6.2.2015 klo 14.05.04,"−3,88"
6.2.2015 klo 14.10.05,"−4,06"
6.2.2015 klo 14.15.05,"−4,13"
6.2.2015 klo 14.20.05,"−4,13"
6.2.2015 klo 14.25.07,"−4,19"
6.2.2015 klo 14.30.05,"−4,13"
6.2.2015 klo 14.35.04,"−4,19"
6.2.2015 klo 14.40.05,"−4,19"
6.2.2015 klo 14.45.04,"−4,31"
6.2.2015 klo 14.50.05,"−4,31"
6.2.2015 klo 14.55.04,"−4,38"
6.2.2015 klo 15.00.05,"−4,44"
6.2.2015 klo 15.05.04,"−4,50"
6.2.2015 klo 15.10.05,"−4,56"
6.2.2015 klo 15.15.05,"−4,63"
6.2.2015 klo 15.20.05,"−4,69"
6.2.2015 klo 15.25.30,"−4,69"
6.2.2015 klo 15.30.05,"−4,69"
6.2.2015 klo 15.35.06,"−4,75"
6.2.2015 klo 15.40.06,"−4,81"
6.2.2015 klo 15.45.05,"−4,88"
6.2.2015 klo 15.50.05,"−4,94"
6.2.2015 klo 15.55.05,"−5,00"
6.2.2015 klo 16.00.06,"−5,00"
6.2.2015 klo 16.05.05,"−5,19"
6.2.2015 klo 16.10.07,"−5,31"
6.2.2015 klo 16.15.05,"−5,44"
6.2.2015 klo 16.20.06,"−5,38"
6.2.2015 klo 16.25.05,"−5,50"
6.2.2015 klo 16.30.11,"−5,69"
6.2.2015 klo 16.35.06,"−5,88"
6.2.2015 klo 16.40.06,"−5,94"
6.2.2015 klo 16.45.05,"−6,00"
6.2.2015 klo 16.50.06,"−6,13"
6.2.2015 klo 16.55.05,"−6,13"
6.2.2015 klo 17.00.06,"−6,19"
6.2.2015 klo 17.05.06,"−6,31"
6.2.2015 klo 17.10.06,"−6,38"
6.2.2015 klo 17.15.07,"−6,44"
6.2.2015 klo 17.20.07,"−6,38"
6.2.2015 klo 17.25.06,"−6,38"
6.2.2015 klo 17.30.06,"−6,31"
6.2.2015 klo 17.35.06,"−6,25"
6.2.2015 klo 17.45.06,"−6,19"
6.2.2015 klo 17.50.06,"−6,19"
6.2.2015 klo 17.55.06,"−6,06"
6.2.2015 klo 18.00.06,"−6,06"
6.2.2015 klo 18.05.06,"−6,13"
6.2.2015 klo 18.10.06,"−6,06"
6.2.2015 klo 18.15.11,"−6,06"
6.2.2015 klo 18.20.05,"−6,06"
6.2.2015 klo 18.25.06,"−6,13"
6.2.2015 klo 18.30.06,"−6,13"
6.2.2015 klo 18.35.13,"−6,06"
6.2.2015 klo 18.40.05,"−6,06"
6.2.2015 klo 18.45.06,"−6,00"
6.2.2015 klo 18.50.11,"−5,94"
6.2.2015 klo 18.55.05,"−6,06"
6.2.2015 klo 19.00.06,"−6,19"
6.2.2015 klo 19.05.05,"−6,31"
6.2.2015 klo 19.10.05,"−6,38"
6.2.2015 klo 19.15.05,"−6,19"
6.2.2015 klo 19.20.05,"−6,25"
6.2.2015 klo 19.25.05,"−6,25"
6.2.2015 klo 19.30.05,"−6,38"
6.2.2015 klo 19.35.05,"−6,31"
6.2.2015 klo 19.40.05,"−6,25"
6.2.2015 klo 19.45.05,"−6,13"
6.2.2015 klo 19.50.05,"−6,13"
6.2.2015 klo 19.55.05,"−6,00"
6.2.2015 klo 20.00.05,"−6,00"
6.2.2015 klo 20.05.05,"−5,94"
6.2.2015 klo 20.10.05,"−5,88"
6.2.2015 klo 20.15.05,"−5,81"
6.2.2015 klo 20.20.05,"−5,69"
6.2.2015 klo 20.25.05,"−5,56"
6.2.2015 klo 20.30.05,"−5,50"
6.2.2015 klo 20.35.05,"−5,50"
6.2.2015 klo 20.40.05,"−5,44"
6.2.2015 klo 20.45.05,"−5,38"
6.2.2015 klo 20.50.05,"−5,38"
6.2.2015 klo 20.55.05,"−5,31"
6.2.2015 klo 21.00.05,"−5,31"
6.2.2015 klo 21.05.05,"−5,25"
6.2.2015 klo 21.10.05,"−5,13"
6.2.2015 klo 21.15.05,"−5,13"
6.2.2015 klo 21.20.05,"−5,06"
6.2.2015 klo 21.25.05,"−5,00"
6.2.2015 klo 21.30.05,"−5,00"
6.2.2015 klo 21.35.06,"−4,94"
6.2.2015 klo 21.40.05,"−4,94"
6.2.2015 klo 21.45.14,"−4,88"
6.2.2015 klo 21.50.06,"−4,88"
6.2.2015 klo 21.55.14,"−4,81"
6.2.2015 klo 22.00.06,"−4,81"
6.2.2015 klo 22.05.06,"−4,75"
6.2.2015 klo 22.10.06,"−4,81"
6.2.2015 klo 22.15.05,"−4,69"
6.2.2015 klo 22.20.06,"−4,69"
6.2.2015 klo 22.25.06,"−4,63"
6.2.2015 klo 22.30.05,"−4,50"
6.2.2015 klo 22.35.06,"−4,50"
6.2.2015 klo 22.40.06,"−4,44"
6.2.2015 klo 22.45.05,"−4,38"
6.2.2015 klo 22.50.09,"−4,31"
6.2.2015 klo 22.55.05,"−4,25"
6.2.2015 klo 23.00.05,"−4,19"
6.2.2015 klo 23.05.05,"−4,13"
6.2.2015 klo 23.10.05,"−4,06"
6.2.2015 klo 23.15.05,"−4,06"
6.2.2015 klo 23.20.06,"−4,13"
6.2.2015 klo 23.25.05,"−4,00"
6.2.2015 klo 23.30.05,"−3,81"
6.2.2015 klo 23.35.06,"−3,69"
6.2.2015 klo 23.40.07,"−3,56"
6.2.2015 klo 23.45.05,"−3,44"
6.2.2015 klo 23.50.09,"−3,31"
6.2.2015 klo 23.55.06,"−3,19"
7.2.2015 klo 0.00.05,"−3,13"
7.2.2015 klo 0.05.06,"−3,00"
7.2.2015 klo 0.10.05,"−2,94"
7.2.2015 klo 0.15.05,"−2,88"
7.2.2015 klo 0.20.06,"−2,75"
7.2.2015 klo 0.25.11,"−2,69"
7.2.2015 klo 0.30.07,"−2,63"
7.2.2015 klo 0.35.05,"−2,63"
7.2.2015 klo 0.40.06,"−2,63"
7.2.2015 klo 0.45.07,"−2,63"
7.2.2015 klo 0.50.05,"−2,56"
7.2.2015 klo 0.55.06,"−2,50"
7.2.2015 klo 1.00.05,"−2,44"
7.2.2015 klo 1.05.10,"−2,31"
7.2.2015 klo 1.10.05,"−2,19"
7.2.2015 klo 1.15.34,"−2,06"
7.2.2015 klo 1.20.07,"−1,94"
7.2.2015 klo 1.25.27,"−1,88"
7.2.2015 klo 1.30.06,"−1,75"
7.2.2015 klo 1.35.06,"−1,75"
7.2.2015 klo 1.40.05,"−1,75"
7.2.2015 klo 1.45.06,"−1,75"
7.2.2015 klo 1.50.05,"−1,75"
7.2.2015 klo 1.55.06,"−1,81"
7.2.2015 klo 2.00.06,"−1,75"
7.2.2015 klo 2.05.06,"−1,75"
7.2.2015 klo 2.10.06,"−1,75"
7.2.2015 klo 2.15.06,"−1,69"
7.2.2015 klo 2.20.07,"−1,69"
7.2.2015 klo 2.25.06,"−1,69"
7.2.2015 klo 2.30.07,"−1,63"
7.2.2015 klo 2.35.06,"−1,63"
7.2.2015 klo 2.40.06,"−1,63"
7.2.2015 klo 2.45.06,"−1,56"
7.2.2015 klo 2.50.06,"−1,50"
7.2.2015 klo 2.55.06,"−1,50"
7.2.2015 klo 3.00.06,"−1,44"
7.2.2015 klo 3.05.07,"−1,38"
7.2.2015 klo 3.10.06,"−1,31"
7.2.2015 klo 3.15.07,"−1,25"
7.2.2015 klo 3.20.06,"−1,19"
7.2.2015 klo 3.25.06,"−1,13"
7.2.2015 klo 3.30.05,"−1,06"
7.2.2015 klo 3.35.06,"−1,00"
7.2.2015 klo 3.40.05,"−0,88"
7.2.2015 klo 3.45.05,"−0,88"
7.2.2015 klo 3.50.05,"−0,81"
7.2.2015 klo 3.55.06,"−0,75"
7.2.2015 klo 4.00.05,"−0,69"
7.2.2015 klo 4.05.05,"−0,69"
7.2.2015 klo 4.10.05,"−0,69"
7.2.2015 klo 4.15.06,"−0,69"
7.2.2015 klo 4.20.05,"−0,63"
7.2.2015 klo 4.25.06,"−0,56"
7.2.2015 klo 4.30.05,"−0,56"
7.2.2015 klo 4.35.06,"−0,50"
7.2.2015 klo 4.40.05,"−0,50"
7.2.2015 klo 4.45.06,"−0,50"
7.2.2015 klo 4.50.05,"−0,44"
7.2.2015 klo 4.55.06,"−0,44"
7.2.2015 klo 5.00.05,"−0,38"
7.2.2015 klo 5.05.06,"−0,38"
7.2.2015 klo 5.10.05,"−0,31"
7.2.2015 klo 5.15.06,"−0,31"
7.2.2015 klo 5.20.05,"−0,31"
7.2.2015 klo 5.25.06,"−0,31"
7.2.2015 klo 5.30.06,"−0,31"
7.2.2015 klo 5.35.07,"−0,25"
7.2.2015 klo 5.40.05,"−0,25"
7.2.2015 klo 5.45.06,"−0,25"
7.2.2015 klo 5.50.05,"−0,19"
7.2.2015 klo 5.55.06,"−0,13"
7.2.2015 klo 6.00.05,"−0,06"
7.2.2015 klo 6.05.06,"−0,06"
7.2.2015 klo 6.10.05,"0,00"
7.2.2015 klo 6.15.06,"0,00"
7.2.2015 klo 6.20.05,"0,06"
7.2.2015 klo 6.25.06,"0,06"
7.2.2015 klo 6.30.05,"0,06"
7.2.2015 klo 7.00.06,"0,25"
7.2.2015 klo 7.05.05,"0,19"
7.2.2015 klo 7.10.05,"0,19"
7.2.2015 klo 7.15.05,"0,25"
7.2.2015 klo 7.20.06,"0,25"
7.2.2015 klo 7.25.05,"0,25"
7.2.2015 klo 7.30.06,"0,25"
7.2.2015 klo 7.35.05,"0,31"
7.2.2015 klo 7.40.05,"0,31"
7.2.2015 klo 7.45.05,"0,31"
7.2.2015 klo 7.50.06,"0,31"
7.2.2015 klo 7.55.05,"0,38"
7.2.2015 klo 8.00.06,"0,38"
7.2.2015 klo 8.05.07,"0,38"
7.2.2015 klo 8.10.06,"0,38"
7.2.2015 klo 8.15.06,"0,31"
7.2.2015 klo 8.20.06,"0,38"
7.2.2015 klo 8.25.06,"0,38"
7.2.2015 klo 8.30.05,"0,44"
7.2.2015 klo 8.35.06,"0,44"
7.2.2015 klo 8.40.05,"0,50"
7.2.2015 klo 8.45.06,"0,50"
7.2.2015 klo 8.50.06,"0,50"
7.2.2015 klo 8.55.06,"0,50"
7.2.2015 klo 9.00.05,"0,50"
7.2.2015 klo 9.05.06,"0,44"
7.2.2015 klo 9.10.06,"0,31"
7.2.2015 klo 9.15.07,"0,38"
7.2.2015 klo 9.20.06,"0,25"
7.2.2015 klo 9.25.05,"0,25"
7.2.2015 klo 9.30.30,"0,19"
7.2.2015 klo 9.35.05,"0,13"
7.2.2015 klo 9.40.06,"0,25"
7.2.2015 klo 9.45.06,"0,38"
7.2.2015 klo 9.50.06,"0,50"
7.2.2015 klo 9.55.05,"0,63"
7.2.2015 klo 10.00.06,"0,75"
7.2.2015 klo 10.05.06,"0,88"
7.2.2015 klo 10.10.06,"1,00"
7.2.2015 klo 10.15.06,"0,88"
7.2.2015 klo 10.20.06,"0,88"
7.2.2015 klo 10.25.06,"0,81"
7.2.2015 klo 10.30.05,"0,81"
7.2.2015 klo 10.35.06,"0,81"
7.2.2015 klo 10.40.05,"0,81"
7.2.2015 klo 10.45.05,"0,81"
7.2.2015 klo 10.50.06,"0,81"
7.2.2015 klo 10.55.05,"0,88"
7.2.2015 klo 11.00.05,"0,88"
7.2.2015 klo 11.05.05,"0,81"
7.2.2015 klo 11.10.06,"0,75"
7.2.2015 klo 11.15.05,"0,81"
7.2.2015 klo 11.20.06,"0,81"
7.2.2015 klo 11.25.05,"0,81"
7.2.2015 klo 11.30.06,"0,88"
7.2.2015 klo 11.35.06,"1,00"
7.2.2015 klo 11.40.57,"1,00"
7.2.2015 klo 11.45.06,"1,00"
7.2.2015 klo 11.50.06,"1,00"
7.2.2015 klo 11.55.06,"1,00"
7.2.2015 klo 12.00.06,"1,06"
7.2.2015 klo 12.05.06,"1,19"
7.2.2015 klo 12.10.06,"1,44"
7.2.2015 klo 12.15.06,"1,75"
7.2.2015 klo 12.20.06,"1,81"
7.2.2015 klo 12.25.07,"1,69"
7.2.2015 klo 12.30.06,"1,69"
7.2.2015 klo 12.35.06,"1,56"
7.2.2015 klo 12.40.06,"1,44"
7.2.2015 klo 12.45.06,"1,44"
7.2.2015 klo 12.50.06,"1,31"
7.2.2015 klo 12.55.06,"1,25"
7.2.2015 klo 13.00.07,"1,25"
7.2.2015 klo 13.05.06,"1,25"
7.2.2015 klo 13.10.06,"1,13"
7.2.2015 klo 13.15.06,"1,13"
7.2.2015 klo 13.20.12,"1,00"
7.2.2015 klo 13.25.05,"1,00"
7.2.2015 klo 13.30.07,"0,94"
7.2.2015 klo 13.35.05,"0,94"
7.2.2015 klo 13.40.06,"0,94"
7.2.2015 klo 13.45.06,"1,06"
7.2.2015 klo 13.50.05,"0,81"
7.2.2015 klo 13.55.05,"0,69"
7.2.2015 klo 14.00.06,"0,63"
7.2.2015 klo 14.05.05,"0,63"
7.2.2015 klo 14.10.05,"0,56"
7.2.2015 klo 14.15.05,"0,50"
7.2.2015 klo 14.20.33,"0,44"
7.2.2015 klo 14.25.06,"0,38"
7.2.2015 klo 14.30.05,"0,31"
7.2.2015 klo 14.35.07,"0,25"
7.2.2015 klo 14.40.06,"0,19"
7.2.2015 klo 14.45.06,"0,13"
7.2.2015 klo 14.50.06,"0,00"
7.2.2015 klo 14.55.06,"−0,06"
7.2.2015 klo 15.00.06,"−0,13"
7.2.2015 klo 15.05.06,"−0,19"
7.2.2015 klo 15.10.05,"−0,19"
7.2.2015 klo 15.15.06,"−0,31"
7.2.2015 klo 15.20.06,"−0,31"
7.2.2015 klo 15.25.05,"−0,31"
7.2.2015 klo 15.30.07,"−0,50"
7.2.2015 klo 15.35.05,"−0,63"
7.2.2015 klo 15.40.07,"−0,69"
7.2.2015 klo 15.45.06,"−0,75"
7.2.2015 klo 15.50.06,"−0,88"
7.2.2015 klo 15.55.05,"−1,00"
7.2.2015 klo 16.00.05,"−1,13"
7.2.2015 klo 16.05.05,"−1,31"
7.2.2015 klo 16.10.06,"−1,50"
7.2.2015 klo 16.15.05,"−1,69"
7.2.2015 klo 16.20.05,"−1,88"
7.2.2015 klo 16.25.05,"−2,00"
7.2.2015 klo 16.30.05,"−2,06"
7.2.2015 klo 16.35.05,"−2,19"
7.2.2015 klo 16.40.16,"−2,25"
7.2.2015 klo 16.45.06,"−2,31"
7.2.2015 klo 16.50.05,"−2,38"
7.2.2015 klo 16.55.57,"−2,50"
7.2.2015 klo 17.00.06,"−2,56"
7.2.2015 klo 17.05.06,"−2,69"
7.2.2015 klo 17.10.06,"−2,75"
7.2.2015 klo 17.15.06,"−2,75"
7.2.2015 klo 17.20.06,"−2,88"
7.2.2015 klo 17.25.06,"−2,94"
7.2.2015 klo 17.30.06,"−3,00"
7.2.2015 klo 17.35.05,"−3,00"
7.2.2015 klo 17.40.07,"−3,13"
7.2.2015 klo 17.45.07,"−3,19"
7.2.2015 klo 17.50.06,"−3,25"
7.2.2015 klo 17.55.06,"−3,31"
7.2.2015 klo 18.00.06,"−3,31"
7.2.2015 klo 18.05.06,"−3,38"
7.2.2015 klo 18.10.11,"−3,38"
7.2.2015 klo 18.15.06,"−3,44"
7.2.2015 klo 18.20.06,"−3,50"
7.2.2015 klo 18.25.06,"−3,50"
7.2.2015 klo 18.30.06,"−3,50"
7.2.2015 klo 18.35.06,"−3,50"
7.2.2015 klo 18.40.06,"−3,56"
7.2.2015 klo 18.45.06,"−3,63"
7.2.2015 klo 18.50.07,"−3,69"
7.2.2015 klo 18.55.06,"−3,75"
7.2.2015 klo 19.00.06,"−3,81"
7.2.2015 klo 19.05.06,"−3,81"
7.2.2015 klo 19.10.06,"−3,88"
7.2.2015 klo 19.15.06,"−3,94"
7.2.2015 klo 19.20.06,"−4,00"
